,irrigation_scheduling_method,location,latitude,longitude,altitude,soil_type,farm_size,experiment_date,plant_type,number_of_plants,fruit_quality,plant_yield,plant_height,water_productivity,doi_url,processed_at,relevance_score,valid
2092,Partial Root-Zone Drying (PRD) 40,"Sari Agricultural Sciences and Natural Resources University, Sari, Iran",,,,clay loam,,2013-10-07,Peppermint (Mentha piperita L.),,,"6,275 kg/ha (2nd cutting season)",,,https://doi.org/10.3389/frwa.2021.682640,2025-11-26 07:50:44,8.0,True
2093,Deficit irrigation (25%),"Mersa Agricultural Technical Vocational Education and Training College, Habru district, North Wollo, Ethiopia",11°35'N,39°38'E,1557 m,clay,215 m2,2015/2016,onion (Allium cepa var. Adama red),600,,"27,083.3 kg∙ha–1",,9.4 kg∙m–3,https://doi.org/10.24425/jwld.2020.133059,2025-11-26 07:58:36,8.0,True
2094,Deficit irrigation (45%),"Mersa Agricultural Technical Vocational Education and Training College, Habru district, North Wollo, Ethiopia",11°35'N,39°38'E,1557 m,clay,215 m2,2015/2016,onion (Allium cepa var. Adama red),600,,"21,471 kg∙ha–1",,11 kg∙m–3,https://doi.org/10.24425/jwld.2020.133059,2025-11-26 07:58:36,8.0,True
2095,Deficit irrigation (65%),"Mersa Agricultural Technical Vocational Education and Training College, Habru district, North Wollo, Ethiopia",11°35'N,39°38'E,1557 m,clay,215 m2,2015/2016,onion (Allium cepa var. Adama red),600,,,,10.6 kg∙m–3,https://doi.org/10.24425/jwld.2020.133059,2025-11-26 07:58:36,8.0,True
2096,,,,,,,,,,,,0.0243 kg m–3,,,https://doi.org/10.1007/s00271-007-0063-2,2025-11-26 08:05:20,8.0,True
2097,,,,,,,,,,,,1.22 kg m–3,,,https://doi.org/10.1007/s00271-007-0063-2,2025-11-26 08:05:20,8.0,True
2098,Deficit Irrigation,,,,,,,,Cotton,,,,,,https://doi.org/10.1007/s00271-007-0063-2,2025-11-26 08:05:20,8.0,True
2099,Deficit Irrigation,,,,,,,,Tomato,,,,,,https://doi.org/10.1007/s00271-007-0063-2,2025-11-26 08:05:20,8.0,True
2100,Deficit Irrigation,,,,,,,,Pepper,,,,,,https://doi.org/10.1007/s00271-007-0063-2,2025-11-26 08:05:20,8.0,True
2101,Deficit Irrigation,,,,,,,,Eggplant,,,,,,https://doi.org/10.1007/s00271-007-0063-2,2025-11-26 08:05:20,8.0,True
2102,,,,,,,,,,,,,,,https://doi.org/10.1007/s00271-007-0063-2,2025-11-26 08:05:20,8.0,True
2103,Irrigation equivalent to 0.5 Epan,"Agronomy Field Laboratory, University of Rajshahi, Rajshahi, Bangladesh",,,37 meters,,5m x 2m,November 2015 to March 2016,Maize (Zea mays L.),,,4.91 t ha -1,157.26 cm,0.22,https://doi.org/10.12692/ijb/12.2.52,2025-11-26 08:16:59,9.0,True
2104,Irrigation equivalent to 0.75 Epan,"Agronomy Field Laboratory, University of Rajshahi, Rajshahi, Bangladesh",,,37 meters,,5m x 2m,November 2015 to March 2016,Maize (Zea mays L.),,,5.1 t ha -1,161.01 cm,0.22,https://doi.org/10.12692/ijb/12.2.52,2025-11-26 08:16:59,9.0,True
2105,Irrigation equivalent to 1.0 Epan,"Agronomy Field Laboratory, University of Rajshahi, Rajshahi, Bangladesh",,,37 meters,,5m x 2m,November 2015 to March 2016,Maize (Zea mays L.),,,5.06 t ha -1,165.76 cm,0.22,https://doi.org/10.12692/ijb/12.2.52,2025-11-26 08:16:59,9.0,True
2106,Irrigation equivalent to 1.25 Epan,"Agronomy Field Laboratory, University of Rajshahi, Rajshahi, Bangladesh",,,37 meters,,5m x 2m,November 2015 to March 2016,Maize (Zea mays L.),,,5.42 t ha -1,168.43 cm,0.22,https://doi.org/10.12692/ijb/12.2.52,2025-11-26 08:16:59,9.0,True
2107,Standard irrigation (control),"Agronomy Field Laboratory, University of Rajshahi, Rajshahi, Bangladesh",,,37 meters,,5m x 2m,November 2015 to March 2016,Maize (Zea mays L.),,,5.62 t ha -1,172.69 cm,0.11,https://doi.org/10.12692/ijb/12.2.52,2025-11-26 08:16:59,9.0,True
2108,Deficit Irrigation 50%,"Saltillo, Coahuila, Mexico",,,,,,2021-01-29,Tomato (El Cid F1),,,,,,https://doi.org/10.19136/era.a8n2.2822,2025-11-26 08:51:51,8.0,True
2109,Deficit Irrigation 75%,"Saltillo, Coahuila, Mexico",,,,,,2021-01-29,Tomato (El Cid F1),,,,,,https://doi.org/10.19136/era.a8n2.2822,2025-11-26 08:51:51,8.0,True
2110,Control 100%,"Saltillo, Coahuila, Mexico",,,,,,2021-01-29,Tomato (El Cid F1),,,,,,https://doi.org/10.19136/era.a8n2.2822,2025-11-26 08:51:51,8.0,True
2111,100% ETc: full irrigation,"School of Agriculture Teaching and Research Farm, University of Cape Coast, Ghana",,,,sandy clayey loam,,,Eggplant (Solanum melongena L.),,"Protein: 17.4%, Carbohydrate: 13.57%, Phosphorus: 3296 µg/g, pH: 5.5, Moisture: 94.3%",4.0 MT,14.36 cm,2.012 g/mm,https://doi.org/10.22161/ijeab.45.5,2025-11-26 08:57:12,9.0,True
2112,90% ETc: 10% reduction of full irrigation,"School of Agriculture Teaching and Research Farm, University of Cape Coast, Ghana",,,,sandy clayey loam,,,Eggplant (Solanum melongena L.),,"Protein: 19.3%, Carbohydrate: 14.45%, Phosphorus: 3273 µg/g, pH: 5.5, Moisture: 91.7%",3.8 MT,13.31 cm,2.517 g/mm,https://doi.org/10.22161/ijeab.45.5,2025-11-26 08:57:12,9.0,True
2113,80% ETc: 20% reduction of full irrigation,"School of Agriculture Teaching and Research Farm, University of Cape Coast, Ghana",,,,sandy clayey loam,,,Eggplant (Solanum melongena L.),,"Protein: 15.6%, Carbohydrate: 11.65%, Phosphorus: 3249 µg/g, pH: 5.6, Moisture: 90.5%",3.3 MT,12.06 cm,3.237 g/mm,https://doi.org/10.22161/ijeab.45.5,2025-11-26 08:57:12,9.0,True
2114,70% ETc: 30% reduction of full irrigation,"School of Agriculture Teaching and Research Farm, University of Cape Coast, Ghana",,,,sandy clayey loam,,,Eggplant (Solanum melongena L.),,"Protein: 15.6%, Carbohydrate: 17.52%, Phosphorus: 3150 µg/g, pH: 5.6, Moisture: 89.6%",3.0 MT,10.29 cm,3.372 g/mm,https://doi.org/10.22161/ijeab.45.5,2025-11-26 08:57:12,9.0,True
2115,Deficit irrigation at 50% ETc,"Texas AgriLife Research Center, Uvalde, Texas, USA",29°1'N,99°5'W,283 m,silty clay,,2012 season,Brassica oleracea L. cv. Pennant,,,88 t/ha,38.0 cm,,https://doi.org/10.17221/1/2014-HORTSCI,2025-11-26 08:57:53,8.0,True
2116,Deficit irrigation at 75% ETc,"Texas AgriLife Research Center, Uvalde, Texas, USA",29°1'N,99°5'W,283 m,silty clay,,2012 season,Brassica oleracea L. cv. Pennant,,,89 t/ha,38.0 cm,,https://doi.org/10.17221/1/2014-HORTSCI,2025-11-26 08:57:53,8.0,True
2117,Irrigation at 100% ETc,"Texas AgriLife Research Center, Uvalde, Texas, USA",29°1'N,99°5'W,283 m,silty clay,,2012 season,Brassica oleracea L. cv. Pennant,,,107 t/ha,39.8 cm,,https://doi.org/10.17221/1/2014-HORTSCI,2025-11-26 08:57:53,8.0,True
2118,Deficit irrigation at 75% ETc,"Texas AgriLife Research Center, Uvalde, Texas, USA",29°1'N,99°5'W,283 m,silty clay,,2013 season,Brassica oleracea L. cv. Pennant,,,74 t/ha,,,https://doi.org/10.17221/1/2014-HORTSCI,2025-11-26 08:57:53,8.0,True
2119,Irrigation at 100% ETc,"Texas AgriLife Research Center, Uvalde, Texas, USA",29°1'N,99°5'W,283 m,silty clay,,2013 season,Brassica oleracea L. cv. Pennant,,,80 t/ha,,,https://doi.org/10.17221/1/2014-HORTSCI,2025-11-26 08:57:53,8.0,True
2120,Deficit irrigation,"Greeley, Colorado, U.S.A.",40.4470° N,-104.3696° W,1425 meters,,190 × 110 m,2022,Maize,,,,,,https://doi.org/10.5539/jas.v16n10p11,2025-11-26 09:08:03,8.0,True
2121,Fully irrigated,"Greeley, Colorado, U.S.A.",40.4470° N,-104.3696° W,1425 meters,,190 × 110 m,2022,Maize,,,,,,https://doi.org/10.5539/jas.v16n10p11,2025-11-26 09:08:03,8.0,True
2122,Self-regulating low energy clay-based irrigation (SLECI) system,"A. G. Carson Technology Centre, School of Agriculture University of Cape Coast, Cape Coast, Ghana",,,,sandy clayey loam,4 m²,"July 15, 2024",Capsicum annuum,20,,0.7974 t/ha,,0.1312 kg/l,https://doi.org/10.5513/JCEA01/25.4.4462,2025-11-26 09:40:55,9.0,True
2123,Self-regulating low energy clay-based irrigation (SLECI) system,"A. G. Carson Technology Centre, School of Agriculture University of Cape Coast, Cape Coast, Ghana",,,,sandy clayey loam,4 m²,"July 15, 2024",Capsicum annuum,20,,0.7286 t/ha,,0.1435 kg/l,https://doi.org/10.5513/JCEA01/25.4.4462,2025-11-26 09:40:55,9.0,True
2124,Self-regulating low energy clay-based irrigation (SLECI) system,"A. G. Carson Technology Centre, School of Agriculture University of Cape Coast, Cape Coast, Ghana",,,,sandy clayey loam,4 m²,"July 15, 2024",Capsicum annuum,20,,0.2872 t/ha,,0.0517 kg/l,https://doi.org/10.5513/JCEA01/25.4.4462,2025-11-26 09:40:55,9.0,True
2125,Self-regulating low energy clay-based irrigation (SLECI) system,"A. G. Carson Technology Centre, School of Agriculture University of Cape Coast, Cape Coast, Ghana",,,,sandy clayey loam,4 m²,"July 15, 2024",Capsicum annuum,20,,0.8772 t/ha,,0.1579 kg/l,https://doi.org/10.5513/JCEA01/25.4.4462,2025-11-26 09:40:55,9.0,True
2126,Self-regulating low energy clay-based irrigation (SLECI) system,"A. G. Carson Technology Centre, School of Agriculture University of Cape Coast, Cape Coast, Ghana",,,,sandy clayey loam,4 m²,"July 15, 2024",Capsicum annuum,20,,"1,187.7 t/ha",62.51 cm,0.214 kg/l,https://doi.org/10.5513/JCEA01/25.4.4462,2025-11-26 09:40:55,9.0,True
2127,Self-regulating low energy clay-based irrigation (SLECI) system,"A. G. Carson Technology Centre, School of Agriculture University of Cape Coast, Cape Coast, Ghana",,,,sandy clayey loam,4 m²,"July 15, 2024",Capsicum annuum,20,,"1,135.0 t/ha",,,https://doi.org/10.5513/JCEA01/25.4.4462,2025-11-26 09:40:55,9.0,True
2128,Self-regulating low energy clay-based irrigation (SLECI) system,"A. G. Carson Technology Centre, School of Agriculture University of Cape Coast, Cape Coast, Ghana",,,,sandy clayey loam,4 m²,"July 15, 2024",Capsicum annuum,20,,0.1950 t/ha,,,https://doi.org/10.5513/JCEA01/25.4.4462,2025-11-26 09:40:55,9.0,True
2129,Alternate Wetting and Drying (AWD),"Arkansas, United States",,,,,1-1000 ha,,Oryza sativa L.,,,,,Decreased irrigation water use by 18-44%,https://doi.org/10.3389/fagro.2021.741557,2025-11-26 09:50:46,9.0,True
2130,Furrow Irrigation,"Arkansas, United States",,,,,1-1000 ha,,Oryza sativa L.,,,,,,https://doi.org/10.3389/fagro.2021.741557,2025-11-26 09:50:46,9.0,True
2131,,,,,,,,,Oryza sativa L.,,,,,,https://doi.org/10.3389/fagro.2021.741557,2025-11-26 09:50:46,9.0,True
2132,System of Rice Intensification (SRI),"Quang Nam and Thua Thien Hue provinces, Central Vietnam",,,,,,Winter-Spring crop of 2020,Rice,,,225.67 kg/500 m2,,,https://doi.org/10.55493/5005.v12i4.4677,2025-11-26 09:53:23,8.0,True
2133,,"Quang Nam and Thua Thien Hue provinces, Central Vietnam",,,,,,Winter-Spring crop of 2020,Rice,,,189.03 kg/500 m2,,,https://doi.org/10.55493/5005.v12i4.4677,2025-11-26 09:53:23,8.0,True
2134,growth-stage-based irrigation management,southern High Plains,,,,,,2020,winter canola,,,,,water use efficiency,https://doi.org/10.3390/su13042122,2025-11-26 10:53:50,8.0,True
2135,,southern Great Plains,,,,,,2019,winter canola,,,,,water use efficiency,https://doi.org/10.3390/su13042122,2025-11-26 10:53:50,8.0,True
2136,,southern Great Plains,,,,,,2016,winter canola,,,,,water use efficiency,https://doi.org/10.3390/su13042122,2025-11-26 10:53:50,8.0,True
2137,Mobile Drip Irrigation,"Garden City, Kansas",37.9643,-100.8715,,,,2016,Corn,,,,,,https://doi.org/10.4148/2378-5977.10181114-346-T,2025-11-26 11:13:43,9.0,True
2138,Mobile Drip Irrigation,"Larned, Kansas",38.1102,-99.1003,,,,2016,Corn,,,,,,https://doi.org/10.4148/2378-5977.10181114-346-T,2025-11-26 11:13:43,9.0,True
2139,,"Garden City, Kansas",37.9643,-100.8715,,,,"July 1, 2014–June 30, 2015",,,,,,,https://doi.org/10.4148/2378-5977.10181114-346-T,2025-11-26 11:13:43,9.0,True
2140,All-furrow irrigation (FI),"Stoneville, MS",33.7000,-90.9167,,silt loam,,28 Apr 2020,Zea mays L.,"75,459",,13.56 Mg ha−1,2.72 m,0.022 kg m−3,https://doi.org/10.1002/agj2.21221,2025-11-26 11:31:58,8.0,True
2141,All-furrow irrigation (FI),"Stoneville, MS",33.7000,-90.9167,,silt loam,,16 Apr 2021,Zea mays L.,"76,006",,14.05 Mg ha−1,2.77 m,0.018 kg m−3,https://doi.org/10.1002/agj2.21221,2025-11-26 11:31:58,8.0,True
2142,Alternate-furrow irrigation (AFI),"Stoneville, MS",33.7000,-90.9167,,silt loam,,28 Apr 2020,Zea mays L.,"76,444",,12.79 Mg ha−1,2.60 m,0.025 kg m−3,https://doi.org/10.1002/agj2.21221,2025-11-26 11:31:58,8.0,True
2143,Alternate-furrow irrigation (AFI),"Stoneville, MS",33.7000,-90.9167,,silt loam,,16 Apr 2021,Zea mays L.,"77,100",,14.21 Mg ha−1,2.75 m,0.031 kg m−3,https://doi.org/10.1002/agj2.21221,2025-11-26 11:31:58,8.0,True
2144,Every third-furrow irrigation (TFI),"Stoneville, MS",33.7000,-90.9167,,silt loam,,28 Apr 2020,Zea mays L.,"72,835",,11.77 Mg ha−1,2.57 m,0.015 kg m−3,https://doi.org/10.1002/agj2.21221,2025-11-26 11:31:58,8.0,True
2145,Every third-furrow irrigation (TFI),"Stoneville, MS",33.7000,-90.9167,,silt loam,,16 Apr 2021,Zea mays L.,"76,006",,12.38 Mg ha−1,2.75 m,0.009 kg m−3,https://doi.org/10.1002/agj2.21221,2025-11-26 11:31:58,8.0,True
2146,Rainfed (RF),"Stoneville, MS",33.7000,-90.9167,,silt loam,,28 Apr 2020,Zea mays L.,"71,648",,11.15 Mg ha−1,2.37 m,,https://doi.org/10.1002/agj2.21221,2025-11-26 11:31:58,8.0,True
2147,Rainfed (RF),"Stoneville, MS",33.7000,-90.9167,,silt loam,,16 Apr 2021,Zea mays L.,"73,447",,11.97 Mg ha−1,2.64 m,,https://doi.org/10.1002/agj2.21221,2025-11-26 11:31:58,8.0,True
2148,Drip irrigation,"Yangling, Shaanxi, China",34.3333,108.4,521,silt loam,10m2,06/19/2014,maize (Zea mays L.),52,,,,,https://doi.org/10.1016/j.agwat.2022.107666,2025-11-26 11:34:15,8.0,True
2149,Drip irrigation,"Yangling, Shaanxi, China",34.3333,108.4,521,silt loam,10m2,06/11/2015,maize (Zea mays L.),52,,,,,https://doi.org/10.1016/j.agwat.2022.107666,2025-11-26 11:34:15,8.0,True
2150,Drip irrigation,"Yangling, Shaanxi, China",34.3333,108.4,521,silt loam,10m2,06/09/2016,maize (Zea mays L.),52,,,,,https://doi.org/10.1016/j.agwat.2022.107666,2025-11-26 11:34:15,8.0,True
2151,,"Yangling, Shaanxi, China",34.3333,108.4,521,silt loam,10m2,10/11/2014,maize (Zea mays L.),52,,,,,https://doi.org/10.1016/j.agwat.2022.107666,2025-11-26 11:34:15,8.0,True
2152,,"Yangling, Shaanxi, China",34.3333,108.4,521,silt loam,10m2,10/08/2015,maize (Zea mays L.),52,,,,,https://doi.org/10.1016/j.agwat.2022.107666,2025-11-26 11:34:15,8.0,True
2153,,"Yangling, Shaanxi, China",34.3333,108.4,521,silt loam,10m2,09/22/2016,maize (Zea mays L.),52,,,,,https://doi.org/10.1016/j.agwat.2022.107666,2025-11-26 11:34:15,8.0,True
2154,"Full Irrigation, 100% of ETc","Ceraíma, Guanambi, Bahia, Brazil",14˚13'30''S,42˚46'53''W,525 m,,,August 2011 to December 2011,Tommy Atkins mango,1,,24.00 t∙ha−1,,69.55 kg∙ha−1∙mm−1,https://doi.org/10.4236/jwarp.2015.713084,2025-11-26 11:39:29,9.0,True
2155,100% of ETc with frequency of alternance (FA) of 15 days,"Ceraíma, Guanambi, Bahia, Brazil",14˚13'30''S,42˚46'53''W,525 m,,,August 2011 to December 2011,Tommy Atkins mango,1,,26.37 t∙ha−1,,76.41 kg∙ha−1∙mm−1,https://doi.org/10.4236/jwarp.2015.713084,2025-11-26 11:39:29,9.0,True
2156,80% ETc with FA of 15 days,"Ceraíma, Guanambi, Bahia, Brazil",14˚13'30''S,42˚46'53''W,525 m,,,August 2011 to December 2011,Tommy Atkins mango,1,,15.41 t∙ha−1,,55.83 kg∙ha−1∙mm−1,https://doi.org/10.4236/jwarp.2015.713084,2025-11-26 11:39:29,9.0,True
2157,60% of ETc with FA of 15 days,"Ceraíma, Guanambi, Bahia, Brazil",14˚13'30''S,42˚46'53''W,525 m,,,August 2011 to December 2011,Tommy Atkins mango,1,,16.49 t∙ha−1,,79.64 kg∙ha−1∙mm−1,https://doi.org/10.4236/jwarp.2015.713084,2025-11-26 11:39:29,9.0,True
2158,40% ETc with FA of 15 days,"Ceraíma, Guanambi, Bahia, Brazil",14˚13'30''S,42˚46'53''W,525 m,,,August 2011 to December 2011,Tommy Atkins mango,1,,17.00 t∙ha−1,,123.17 kg∙ha−1∙mm−1,https://doi.org/10.4236/jwarp.2015.713084,2025-11-26 11:39:29,9.0,True
2159,Deficit irrigation,"Marlborough, New Zealand",,,,silty clay,,,Sauvignon blanc,,,5 % soil moisture increase,,,https://doi.org/10.1007/s13593-014-0280-z,2025-11-26 11:49:41,8.0,True
2160,Deficit irrigation,"Adige Valley, Italy",,,,medium sandy,,,Merlot,,,2 % soil moisture increase,,,https://doi.org/10.1007/s13593-014-0280-z,2025-11-26 11:49:41,8.0,True
2161,Deficit irrigation,"Szigetcsép, Hungary",,,,sandy,,,,,,3.4 % soil moisture increase,,,https://doi.org/10.1007/s13593-014-0280-z,2025-11-26 11:49:41,8.0,True
2162,Deficit irrigation,"Marlborough, New Zealand",,,,silty clay,,,Merlot,,,Null soil moisture increase,,,https://doi.org/10.1007/s13593-014-0280-z,2025-11-26 11:49:41,8.0,True
2163,Deficit irrigation,"Parlier, California",,,,fine sandy loam,,,Thompson seedless,,,46 % soil moisture decrease,,,https://doi.org/10.1007/s13593-014-0280-z,2025-11-26 11:49:41,8.0,True
2164,Deficit irrigation,"Parlier, California",,,,fine sandy loam,,,Thompson seedless,,,19 % soil moisture decrease,,,https://doi.org/10.1007/s13593-014-0280-z,2025-11-26 11:49:41,8.0,True
2165,Regulated deficit irrigation,"Hawke’s Bay, New Zealand",,,,sandy-clay-loamy,,,Cabernet Sauvignon,,,,,,https://doi.org/10.1007/s13593-014-0280-z,2025-11-26 11:49:41,8.0,True
2166,Partial root zone drying,,,,,,,,,,,,,,https://doi.org/10.1007/s13593-014-0280-z,2025-11-26 11:49:41,8.0,True
2167,,"Palma de Mallorca, Spain",39.5696,2.6502,,,,,Vitis vinifera,,,,,,https://doi.org/10.1007/s13593-014-0280-z,2025-11-26 11:49:41,8.0,True
2168,Continuous irrigation at 100% of actual evapotranspiration (ET) from fruit set to veraison and at 80% of ET from veraison to harvest,"Talca Valley, Maule Region, Chile",35.4613,-71.4992,172 m.a.s.l.,clay loam,,2011/12,Carménère,,,2.49 kg plant-1,,4.06 kg m-3,https://doi.org/10.3389/fpls.2018.00992,2025-11-26 11:54:53,9.0,True
2169,Irrigation at 50% of ET from fruit set to harvest,"Talca Valley, Maule Region, Chile",35.4613,-71.4992,172 m.a.s.l.,clay loam,,2011/12,Carménère,,,1.64 kg plant-1,,5.11 kg m-3,https://doi.org/10.3389/fpls.2018.00992,2025-11-26 11:54:53,9.0,True
2170,No irrigation from fruit set to veraison and at 30% of ET from veraison to harvest,"Talca Valley, Maule Region, Chile",35.4613,-71.4992,172 m.a.s.l.,clay loam,,2011/12,Carménère,,,1.58 kg plant-1,,7.3 kg m-3,https://doi.org/10.3389/fpls.2018.00992,2025-11-26 11:54:53,9.0,True
2171,Continuous irrigation at 100% of actual evapotranspiration (ET) from fruit set to veraison and at 80% of ET from veraison to harvest,"Talca Valley, Maule Region, Chile",35.4613,-71.4992,172 m.a.s.l.,clay loam,,2012/13,Carménère,,,2.65 kg plant-1,,4.06 kg m-3,https://doi.org/10.3389/fpls.2018.00992,2025-11-26 11:54:53,9.0,True
2172,Irrigation at 50% of ET from fruit set to harvest,"Talca Valley, Maule Region, Chile",35.4613,-71.4992,172 m.a.s.l.,clay loam,,2012/13,Carménère,,,1.56 kg plant-1,,5.11 kg m-3,https://doi.org/10.3389/fpls.2018.00992,2025-11-26 11:54:53,9.0,True
2173,No irrigation from fruit set to veraison and at 30% of ET from veraison to harvest,"Talca Valley, Maule Region, Chile",35.4613,-71.4992,172 m.a.s.l.,clay loam,,2012/13,Carménère,,,1.77 kg plant-1,,7.3 kg m-3,https://doi.org/10.3389/fpls.2018.00992,2025-11-26 11:54:53,9.0,True
2174,MESA (mid-elevation sprinkler application) at 100% replacement of soil water,"Bushland, Texas, USA",35.183°N,102.100°W,1170 m,"Pullman soil (fine, mixed, superactive, thermic Torrertic Paleustoll)",4.4 ha,2013,maize (Zea mays L.),,,,,,https://doi.org/10.1016/j.agrformet.2023.109396,2025-11-26 12:22:16,8.0,True
2175,MESA (mid-elevation sprinkler application) at 75% replacement of soil water,"Bushland, Texas, USA",35.183°N,102.100°W,1170 m,"Pullman soil (fine, mixed, superactive, thermic Torrertic Paleustoll)",4.4 ha,2013,maize (Zea mays L.),,,,,,https://doi.org/10.1016/j.agrformet.2023.109396,2025-11-26 12:22:16,8.0,True
2176,SDI (subsurface drip irrigation) at 100% replacement of soil water,"Bushland, Texas, USA",35.183°N,102.100°W,1170 m,"Pullman soil (fine, mixed, superactive, thermic Torrertic Paleustoll)",4.4 ha,2013,maize (Zea mays L.),,,,,,https://doi.org/10.1016/j.agrformet.2023.109396,2025-11-26 12:22:16,8.0,True
2177,SDI (subsurface drip irrigation) at 100% replacement of soil water,"Bushland, Texas, USA",35.183°N,102.100°W,1170 m,"Pullman soil (fine, mixed, superactive, thermic Torrertic Paleustoll)",4.4 ha,2016,maize (Zea mays L.),,,,,,https://doi.org/10.1016/j.agrformet.2023.109396,2025-11-26 12:22:16,8.0,True
2178,,"Mead, Nebraska, USA",41.165°N,96.470°W,362 m,silty clay loams,,2003,maize (Zea mays L.),,,,,,https://doi.org/10.1016/j.agrformet.2023.109396,2025-11-26 12:22:16,8.0,True
2179,,"Mead, Nebraska, USA",41.165°N,96.470°W,362 m,silty clay loams,,2005,maize (Zea mays L.),,,,,,https://doi.org/10.1016/j.agrformet.2023.109396,2025-11-26 12:22:16,8.0,True
2180,,"Mead, Nebraska, USA",41.165°N,96.470°W,362 m,silty clay loams,,2007,maize (Zea mays L.),,,,,,https://doi.org/10.1016/j.agrformet.2023.109396,2025-11-26 12:22:16,8.0,True
2181,,"Mead, Nebraska, USA",41.165°N,96.470°W,362 m,silty clay loams,,2009,maize (Zea mays L.),,,,,,https://doi.org/10.1016/j.agrformet.2023.109396,2025-11-26 12:22:16,8.0,True
2182,,"Mead, Nebraska, USA",41.165°N,96.470°W,362 m,silty clay loams,,2011,maize (Zea mays L.),,,,,,https://doi.org/10.1016/j.agrformet.2023.109396,2025-11-26 12:22:16,8.0,True
2183,,"Mead, Nebraska, USA",41.165°N,96.470°W,362 m,silty clay loams,,2013,maize (Zea mays L.),,,,,,https://doi.org/10.1016/j.agrformet.2023.109396,2025-11-26 12:22:16,8.0,True
2184,Surface and subsurface drip irrigation,"Bushland, Texas, USA",35.3,-102.6,,silty clay,4.4 ha,2013,maize,,,0 to 20% increase,,18 to 46% increase,https://doi.org/10.13031/trans.13314,2025-11-26 12:23:21,8.0,True
2185,Surface and subsurface drip irrigation,"Bushland, Texas, USA",35.3,-102.6,,silty clay,4.4 ha,2016,maize,,,0 to 20% increase,,18 to 46% increase,https://doi.org/10.13031/trans.13314,2025-11-26 12:23:21,8.0,True
2186,Surface and subsurface drip irrigation,"Bushland, Texas, USA",35.3,-102.6,,silty clay,4.4 ha,2018,maize,,,0 to 20% increase,,18 to 46% increase,https://doi.org/10.13031/trans.13314,2025-11-26 12:23:21,8.0,True
2187,,"Bushland, Texas, USA",35.3,-102.6,,silty clay,4.4 ha,1989,maize,,,,,,https://doi.org/10.13031/trans.13314,2025-11-26 12:23:21,8.0,True
2188,,"Bushland, Texas, USA",35.3,-102.6,,silty clay,4.4 ha,1990,maize,,,,,,https://doi.org/10.13031/trans.13314,2025-11-26 12:23:21,8.0,True
2189,,"Bushland, Texas, USA",35.3,-102.6,,silty clay,4.4 ha,1994,maize,,,,,,https://doi.org/10.13031/trans.13314,2025-11-26 12:23:21,8.0,True
2190,,"Bushland, Texas, USA",35.3,-102.6,,silty clay,4.4 ha,2013,sorghum,,,,,,https://doi.org/10.13031/trans.13314,2025-11-26 12:23:21,8.0,True
2191,,"Bushland, Texas, USA",35.3,-102.6,,silty clay,4.4 ha,2016,sorghum,,,,,,https://doi.org/10.13031/trans.13314,2025-11-26 12:23:21,8.0,True
2192,,"Bushland, Texas, USA",35.3,-102.6,,silty clay,4.4 ha,2018,sorghum,,,,,,https://doi.org/10.13031/trans.13314,2025-11-26 12:23:21,8.0,True
2193,Deficit Irrigation (DI),"Fallon, NV",39.4783,-118.7784,,,,"1973-1978, 1981-1982",Medicago sativa L.,,,,,,https://doi.org/10.13031/aim.202401263,2025-11-26 12:43:12,9.0,True
2194,Full Irrigation (FI),"Bushland, TX",35.3035,-102.6463,,,,1996-1999,Medicago sativa L.,,,,,,https://doi.org/10.13031/aim.202401263,2025-11-26 12:43:12,9.0,True
2195,Deficit Irrigation (DI),"Bushland, TX",35.3035,-102.6463,,,,1996-1999,Medicago sativa L.,,,,,,https://doi.org/10.13031/aim.202401263,2025-11-26 12:43:12,9.0,True
2196,Full Irrigation (FI),"Reno, NV",39.5296,-119.8138,,,,2021-2023,Medicago sativa L.,,,,,,https://doi.org/10.13031/aim.202401263,2025-11-26 12:43:12,9.0,True
2197,Mild Deficit Irrigation (80% of FI),"Reno, NV",39.5296,-119.8138,,,,2021-2023,Medicago sativa L.,,,,,,https://doi.org/10.13031/aim.202401263,2025-11-26 12:43:12,9.0,True
2198,Moderate Deficit Irrigation (60% of FI),"Reno, NV",39.5296,-119.8138,,,,2021-2023,Medicago sativa L.,,,,,,https://doi.org/10.13031/aim.202401263,2025-11-26 12:43:12,9.0,True
2199,Full Irrigation (FI),"Bushland, TX",35.3035,-102.6463,,,,2022-2023,Medicago sativa L.,,,,,,https://doi.org/10.13031/aim.202401263,2025-11-26 12:43:12,9.0,True
2200,Mild Deficit Irrigation (70% of FI),"Bushland, TX",35.3035,-102.6463,,,,2022-2023,Medicago sativa L.,,,,,,https://doi.org/10.13031/aim.202401263,2025-11-26 12:43:12,9.0,True
2201,Full Irrigation (FI),"Reno, NV",39.5296,-119.8138,,,,2022-2023,Medicago sativa L.,,,,,,https://doi.org/10.13031/aim.202401263,2025-11-26 12:43:12,9.0,True
2202,Mild Constant Deficit Irrigation (80% of FI),"Reno, NV",39.5296,-119.8138,,,,2022-2023,Medicago sativa L.,,,,,,https://doi.org/10.13031/aim.202401263,2025-11-26 12:43:12,9.0,True
