,irrigation_scheduling_method,location,latitude,longitude,altitude,soil_type,farm_size,experiment_date,plant_type,number_of_plants,fruit_quality,plant_yield,plant_height,water_productivity,doi_url,processed_at,relevance_score,valid
7938,Control (100% irrigation needs),"Hedgerow olive orchard near Seville, Spain",37° 15′ N,−5° 48′ W,,,,2010-2012,Olea europaea L. cv. Arbequina,1667 trees ha−1,,,,,https://doi.org/10.1016/j.agwat.2019.04.006,2025-11-26 15:18:13,8.0,True
7939,Regulated Deficit Irrigation (RDI 2),"La Hampa, Coria del Río, Seville, Spain",37.2833,-6.0500,30 m,sandy loams,,2014-09-15,Olea europaea L cv Manzanilla,,,14.7±1.6 t ha-1,,5.1±0.3 kg m-3,https://doi.org/10.3390/agronomy10020258,2025-11-26 15:19:48,8.0,True
7940,Regulated Deficit Irrigation (RDI 1),"La Hampa, Coria del Río, Seville, Spain",37.2833,-6.0500,30 m,sandy loams,,2014-09-15,Olea europaea L cv Manzanilla,,,12.2±2.4 t ha-1,,5.0±1.0 kg m-3,https://doi.org/10.3390/agronomy10020258,2025-11-26 15:19:48,8.0,True
7941,Full Irrigation,"La Hampa, Coria del Río, Seville, Spain",37.2833,-6.0500,30 m,sandy loams,,2014-09-15,Olea europaea L cv Manzanilla,,,12.0±2.4 t ha-1,,8.3±1.5 kg m-3,https://doi.org/10.3390/agronomy10020258,2025-11-26 15:19:48,8.0,True
7942,Regulated Deficit Irrigation (RDI 2),"La Hampa, Coria del Río, Seville, Spain",37.2833,-6.0500,30 m,sandy loams,,2015-09-03,Olea europaea L cv Manzanilla,,,0.5±0.4 t ha-1,,0.1±0.1 kg m-3,https://doi.org/10.3390/agronomy10020258,2025-11-26 15:19:48,8.0,True
7943,Regulated Deficit Irrigation (RDI 1),"La Hampa, Coria del Río, Seville, Spain",37.2833,-6.0500,30 m,sandy loams,,2015-09-03,Olea europaea L cv Manzanilla,,,0.4±0.1 t ha-1,,0.1±0.1 kg m-3,https://doi.org/10.3390/agronomy10020258,2025-11-26 15:19:48,8.0,True
7944,Full Irrigation,"La Hampa, Coria del Río, Seville, Spain",37.2833,-6.0500,30 m,sandy loams,,2015-09-03,Olea europaea L cv Manzanilla,,,0.2±0.1 t ha-1,,0.1±0.1 kg m-3,https://doi.org/10.3390/agronomy10020258,2025-11-26 15:19:48,8.0,True
7945,Regulated Deficit Irrigation (RDI 2),"La Hampa, Coria del Río, Seville, Spain",37.2833,-6.0500,30 m,sandy loams,,2016-09-27,Olea europaea L cv Manzanilla,,,17.0±2.0 t ha-1,,5.3±0.3 kg m-3,https://doi.org/10.3390/agronomy10020258,2025-11-26 15:19:48,8.0,True
7946,Regulated Deficit Irrigation (RDI 1),"La Hampa, Coria del Río, Seville, Spain",37.2833,-6.0500,30 m,sandy loams,,2016-09-27,Olea europaea L cv Manzanilla,,,16.1±2.3 t ha-1,,5.5±0.7 kg m-3,https://doi.org/10.3390/agronomy10020258,2025-11-26 15:19:48,8.0,True
7947,Full Irrigation,"La Hampa, Coria del Río, Seville, Spain",37.2833,-6.0500,30 m,sandy loams,,2016-09-27,Olea europaea L cv Manzanilla,,,17.6±1.8 t ha-1,,3.9±0.8 kg m-3,https://doi.org/10.3390/agronomy10020258,2025-11-26 15:19:48,8.0,True
8155,Sub-surface drip irrigation,"Maui, Hawaii, USA",,,,"coarse-loamy, alluvial soil",,2011-2013,sugarcane (Sacharum officinarum L.),,,,>4 m,,http://dx.doi.org/10.1007/s00271-003-0084-4,2025-11-26 16:05:55,9.0,True
8156,Furrow irrigation,"San Joaquin Valley, California, USA",36.4582°N,119.5793°W,86 m,"coarse-loamy, alluvial soil",8.3 ha (20 acres),1998-2014,peach (Prunus persica),,,,4.1 m (13.5 ft) to 6 m,,http://dx.doi.org/10.1007/s00271-003-0084-4,2025-11-26 16:05:55,9.0,True
8157,,"Maui, Hawaii, USA",,,,,,2012-2014,peach (Prunus persica),,,,,,http://dx.doi.org/10.1007/s00271-003-0084-4,2025-11-26 16:05:55,9.0,True
8158,,"Maui, Hawaii, USA",,,,,,2012-2014,sugarcane (Sacharum officinarum L.),,,,,,http://dx.doi.org/10.1007/s00271-003-0084-4,2025-11-26 16:05:55,9.0,True
8371,100% of standard crop evapotranspiration (ETc),"Instituto Nacional de Ciencias Agrícolas, La Habana, Cuba",,,,Ferralítico Rojo Lixiviado,1.56 m2,November 2013 to February 2014,Triticum aestivum L. (wheat),30 grams of seeds,,Higher yield compared to T 50,,Slightly lower than T 50,http://dx.doi.org/10.1016/j.jplph.2005.04.026,2025-11-26 16:56:14,8.0,True
8372,50% of standard crop evapotranspiration (ETc),"Instituto Nacional de Ciencias Agrícolas, La Habana, Cuba",,,,Ferralítico Rojo Lixiviado,1.56 m2,November 2013 to February 2014,Triticum aestivum L. (wheat),30 grams of seeds,Lower number of grains and higher number of empty grains,Lower yield compared to T 100,,Slightly higher than T 100,http://dx.doi.org/10.1016/j.jplph.2005.04.026,2025-11-26 16:56:14,8.0,True
8399,Alternate wetting and drying,National Crops Resources Research Institute (NaCRRI) Namulonge,0º 32º N,32º 34º E,1200 m,,,February - July 2013,Rice,88,,2.47,,,https://doi.org/10.9734/AJEA/2015/15631,2025-11-26 17:03:13,8.0,True
8400,Continuous flooding,National Crops Resources Research Institute (NaCRRI) Namulonge,0º 32º N,32º 34º E,1200 m,,,February - July 2013,Rice,88,,2.07,,,https://doi.org/10.9734/AJEA/2015/15631,2025-11-26 17:03:13,8.0,True
8401,Continuous drying,National Crops Resources Research Institute (NaCRRI) Namulonge,0º 32º N,32º 34º E,1200 m,,,February - July 2013,Rice,88,,2.03,,,https://doi.org/10.9734/AJEA/2015/15631,2025-11-26 17:03:13,8.0,True
8402,Alternate wetting and drying,National Crops Resources Research Institute (NaCRRI) Namulonge,0º 32º N,32º 34º E,1200 m,,,February - July 2013,Rice,88,,2.08,,,https://doi.org/10.9734/AJEA/2015/15631,2025-11-26 17:03:13,8.0,True
8403,Continuous flooding,National Crops Resources Research Institute (NaCRRI) Namulonge,0º 32º N,32º 34º E,1200 m,,,February - July 2013,Rice,88,,1.31,,,https://doi.org/10.9734/AJEA/2015/15631,2025-11-26 17:03:13,8.0,True
8404,Continuous drying,National Crops Resources Research Institute (NaCRRI) Namulonge,0º 32º N,32º 34º E,1200 m,,,February - July 2013,Rice,88,,0.54,,,https://doi.org/10.9734/AJEA/2015/15631,2025-11-26 17:03:13,8.0,True
8405,Alternate wetting and drying,Kyambogo University,0º 20º N,32º 35º E,1189 m,,,February - July 2013,Rice,10,,1.86,0.9 m,,https://doi.org/10.9734/AJEA/2015/15631,2025-11-26 17:03:13,8.0,True
8406,Continuous flooding,Kyambogo University,0º 20º N,32º 35º E,1189 m,,,February - July 2013,Rice,10,,2.31,0.9 m,,https://doi.org/10.9734/AJEA/2015/15631,2025-11-26 17:03:13,8.0,True
8407,Continuous drying,Kyambogo University,0º 20º N,32º 35º E,1189 m,,,February - July 2013,Rice,10,,1.33,0.9 m,,https://doi.org/10.9734/AJEA/2015/15631,2025-11-26 17:03:13,8.0,True
8413,Conventional Furrow,"Koka, Ethiopia",8°26’ N,39°02’ E,1602 m.a.s.l.,clay,,2014/15,Zea mays L.,,,6.29 t/ha,155.7 cm,1.15 kg/m3,https://doi.org/10.4172/2168-9768.1000207,2025-11-26 17:06:40,9.0,True
8414,Alternate Furrow,"Koka, Ethiopia",8°26’ N,39°02’ E,1602 m.a.s.l.,clay,,2014/15,Zea mays L.,,,4.64 t/ha,125.6 cm,1.69 kg/m3,https://doi.org/10.4172/2168-9768.1000207,2025-11-26 17:06:40,9.0,True
8415,Fixed Furrow,"Koka, Ethiopia",8°26’ N,39°02’ E,1602 m.a.s.l.,clay,,2014/15,Zea mays L.,,,4.20 t/ha,121.9 cm,1.53 kg/m3,https://doi.org/10.4172/2168-9768.1000207,2025-11-26 17:06:40,9.0,True
8416,Conventional Furrow,"Koka, Ethiopia",8°26’ N,39°02’ E,1602 m.a.s.l.,clay,,2016/17,Zea mays L.,,,6.29 t/ha,155.7 cm,1.15 kg/m3,https://doi.org/10.4172/2168-9768.1000207,2025-11-26 17:06:40,9.0,True
8417,Alternate Furrow,"Koka, Ethiopia",8°26’ N,39°02’ E,1602 m.a.s.l.,clay,,2016/17,Zea mays L.,,,4.64 t/ha,125.6 cm,1.69 kg/m3,https://doi.org/10.4172/2168-9768.1000207,2025-11-26 17:06:40,9.0,True
8418,Fixed Furrow,"Koka, Ethiopia",8°26’ N,39°02’ E,1602 m.a.s.l.,clay,,2016/17,Zea mays L.,,,4.20 t/ha,121.9 cm,1.53 kg/m3,https://doi.org/10.4172/2168-9768.1000207,2025-11-26 17:06:40,9.0,True
8419,Conventional Furrow,"Koka, Ethiopia",8°26’ N,39°02’ E,1602 m.a.s.l.,clay,,,Zea mays L.,,,28.28 t/ha,,,https://doi.org/10.4172/2168-9768.1000207,2025-11-26 17:06:40,9.0,True
8420,Alternate Furrow,"Koka, Ethiopia",8°26’ N,39°02’ E,1602 m.a.s.l.,clay,,,Zea mays L.,,,20.43 t/ha,,,https://doi.org/10.4172/2168-9768.1000207,2025-11-26 17:06:40,9.0,True
8421,Fixed Furrow,"Koka, Ethiopia",8°26’ N,39°02’ E,1602 m.a.s.l.,clay,,,Zea mays L.,,,19.29 t/ha,,,https://doi.org/10.4172/2168-9768.1000207,2025-11-26 17:06:40,9.0,True
8422,Conventional Furrow,"Koka, Ethiopia",8°26’ N,39°02’ E,1602 m.a.s.l.,clay,,,Zea mays L.,,,347.1 g,,,https://doi.org/10.4172/2168-9768.1000207,2025-11-26 17:06:40,9.0,True
8423,Alternate Furrow,"Koka, Ethiopia",8°26’ N,39°02’ E,1602 m.a.s.l.,clay,,,Zea mays L.,,,341.0 g,,,https://doi.org/10.4172/2168-9768.1000207,2025-11-26 17:06:40,9.0,True
8424,Fixed Furrow,"Koka, Ethiopia",8°26’ N,39°02’ E,1602 m.a.s.l.,clay,,,Zea mays L.,,,304.3 g,,,https://doi.org/10.4172/2168-9768.1000207,2025-11-26 17:06:40,9.0,True
8435,Sustained-deficit irrigation,"Corcino Frutas farm, Perímetro Irrigado Senador Nilo Coelho, Núcleo 5, Petrolina – PE, Brazil",-9.3906,-40.5017,,,,October to December 2014,Malus domestica,10,,,,,https://doi.org/10.14295/cs.v8i1.1761,2025-11-26 17:10:13,8.0,True
8436,Sustained-deficit irrigation,"Corcino Frutas farm, Perímetro Irrigado Senador Nilo Coelho, Núcleo 5, Petrolina – PE, Brazil",-9.3906,-40.5017,,,,October to December 2014,Malus domestica,10,,,,,https://doi.org/10.14295/cs.v8i1.1761,2025-11-26 17:10:13,8.0,True
8437,Sustained-deficit irrigation,"Corcino Frutas farm, Perímetro Irrigado Senador Nilo Coelho, Núcleo 5, Petrolina – PE, Brazil",-9.3906,-40.5017,,,,October to December 2014,Malus domestica,10,,,,,https://doi.org/10.14295/cs.v8i1.1761,2025-11-26 17:10:13,8.0,True
8438,Sustained-deficit irrigation,"Corcino Frutas farm, Perímetro Irrigado Senador Nilo Coelho, Núcleo 5, Petrolina – PE, Brazil",-9.3906,-40.5017,,,,October to December 2014,Malus domestica,10,,,,,https://doi.org/10.14295/cs.v8i1.1761,2025-11-26 17:10:13,8.0,True
8442,Irrigation water depths (60% ETo),"Sub-Mid São Francisco River Valley, Petrolina, Pernambuco, Brazil",-9.3906,-40.5017,,,,2014-02 to 2015-03,Malus domestica,,"SS: 13.8%, TA: NA, SS/TA: NA, PF: NA, FW: NA",,,,https://doi.org/10.1590/1983-21252017v30n324rc,2025-11-26 17:12:09,9.0,True
8443,Irrigation water depths (80% ETo),"Sub-Mid São Francisco River Valley, Petrolina, Pernambuco, Brazil",-9.3906,-40.5017,,,,2014-02 to 2015-03,Malus domestica,,"SS: NA, TA: NA, SS/TA: NA, PF: NA, FW: NA",,,,https://doi.org/10.1590/1983-21252017v30n324rc,2025-11-26 17:12:09,9.0,True
8444,Irrigation water depths (100% ETo),"Sub-Mid São Francisco River Valley, Petrolina, Pernambuco, Brazil",-9.3906,-40.5017,,,,2014-02 to 2015-03,Malus domestica,,"SS: NA, TA: NA, SS/TA: NA, PF: NA, FW: NA",,,,https://doi.org/10.1590/1983-21252017v30n324rc,2025-11-26 17:12:09,9.0,True
8445,Irrigation water depths (120% ETo),"Sub-Mid São Francisco River Valley, Petrolina, Pernambuco, Brazil",-9.3906,-40.5017,,,,2014-02 to 2015-03,Malus domestica,,"SS: 12.9%, TA: NA, SS/TA: NA, PF: NA, FW: NA",,,,https://doi.org/10.1590/1983-21252017v30n324rc,2025-11-26 17:12:09,9.0,True
8446,,"Sub-Mid São Francisco River Valley, Petrolina, Pernambuco, Brazil",-9.3906,-40.5017,,,,2014-02 to 2015-03,Malus domestica,,"SS: 14.2% (Princesa), 13.8% (Julieta), TA: NA, SS/TA: NA, PF: NA, FW: NA",,,,https://doi.org/10.1590/1983-21252017v30n324rc,2025-11-26 17:12:09,9.0,True
8450,60% of ETc,"Fazenda Special Fruit, Petrolina (PE), Brazil",09º 08’ S,40º 18’ W,370m,Argissolo amarelo,,October 2016,Mangifera indica L. (Kent),4 per experimental plot,,31.02 t ha-1,,4.62 kg.m-3,https://doi.org/10.17765/2176-9168.2021v14n2e7832,2025-11-26 17:14:28,9.0,True
8451,80% of ETc,"Fazenda Special Fruit, Petrolina (PE), Brazil",09º 08’ S,40º 18’ W,370m,Argissolo amarelo,,October 2016,Mangifera indica L. (Kent),4 per experimental plot,,36.39 t ha-1,,5.57 kg.m-3,https://doi.org/10.17765/2176-9168.2021v14n2e7832,2025-11-26 17:14:28,9.0,True
8452,100% of ETc,"Fazenda Special Fruit, Petrolina (PE), Brazil",09º 08’ S,40º 18’ W,370m,Argissolo amarelo,,October 2016,Mangifera indica L. (Kent),4 per experimental plot,,,,,https://doi.org/10.17765/2176-9168.2021v14n2e7832,2025-11-26 17:14:28,9.0,True
8453,120% of ETc,"Fazenda Special Fruit, Petrolina (PE), Brazil",09º 08’ S,40º 18’ W,370m,Argissolo amarelo,,October 2016,Mangifera indica L. (Kent),4 per experimental plot,,,,,https://doi.org/10.17765/2176-9168.2021v14n2e7832,2025-11-26 17:14:28,9.0,True
8454,,"Fazenda Special Fruit, Petrolina (PE), Brazil",09º 08’ S,40º 18’ W,370m,Argissolo amarelo,,October 2017,Mangifera indica L. (Kent),4 per experimental plot,,36.4 t ha-1,,,https://doi.org/10.17765/2176-9168.2021v14n2e7832,2025-11-26 17:14:28,9.0,True
8455,,"Fazenda Special Fruit, Petrolina (PE), Brazil",09º 08’ S,40º 18’ W,370m,Argissolo amarelo,,October 2018,Mangifera indica L. (Kent),4 per experimental plot,,31 t ha-1,,,https://doi.org/10.17765/2176-9168.2021v14n2e7832,2025-11-26 17:14:28,9.0,True
8472,100% crop evapotranspiration (ETc) replacement,"Quaker Research Farm, Texas Tech University, Lubbock, TX, United States",33.605,-101.877,992 m,sandy clay loam,,2019-05-05,sweet corn (Zea mays L. var. rugosa),4.1 plants/m²,,12648 kg/ha,138.0 cm,27.8 mm/1,https://doi.org/10.3389/fpls.2022.853746,2025-11-26 17:25:38,8.0,True
8473,70% crop evapotranspiration (ETc) replacement,"Quaker Research Farm, Texas Tech University, Lubbock, TX, United States",33.605,-101.877,992 m,sandy clay loam,,2019-05-05,sweet corn (Zea mays L. var. rugosa),4.1 plants/m²,,13726 kg/ha,139.0 cm,35.0 mm/1,https://doi.org/10.3389/fpls.2022.853746,2025-11-26 17:25:38,8.0,True
8474,40% crop evapotranspiration (ETc) replacement,"Quaker Research Farm, Texas Tech University, Lubbock, TX, United States",33.605,-101.877,992 m,sandy clay loam,,2019-05-05,sweet corn (Zea mays L. var. rugosa),4.1 plants/m²,,10527 kg/ha,130.8 cm,37.6 mm/1,https://doi.org/10.3389/fpls.2022.853746,2025-11-26 17:25:38,8.0,True
8475,100% crop evapotranspiration (ETc) replacement,"Quaker Research Farm, Texas Tech University, Lubbock, TX, United States",33.605,-101.877,992 m,sandy clay loam,,2020-05-15,sweet corn (Zea mays L. var. rugosa),3.3 plants/m²,,7707 kg/ha,143.4 cm,15.0 mm/1,https://doi.org/10.3389/fpls.2022.853746,2025-11-26 17:25:38,8.0,True
8476,70% crop evapotranspiration (ETc) replacement,"Quaker Research Farm, Texas Tech University, Lubbock, TX, United States",33.605,-101.877,992 m,sandy clay loam,,2020-05-15,sweet corn (Zea mays L. var. rugosa),3.3 plants/m²,,7495 kg/ha,138.3 cm,17.7 mm/1,https://doi.org/10.3389/fpls.2022.853746,2025-11-26 17:25:38,8.0,True
8477,40% crop evapotranspiration (ETc) replacement,"Quaker Research Farm, Texas Tech University, Lubbock, TX, United States",33.605,-101.877,992 m,sandy clay loam,,2020-05-15,sweet corn (Zea mays L. var. rugosa),3.3 plants/m²,,4320 kg/ha,127.1 cm,14.0 mm/1,https://doi.org/10.3389/fpls.2022.853746,2025-11-26 17:25:38,8.0,True
8490,Full Irrigation (FI),Greenhouse,,,,,,Autumn 2020-2021,Cucumber (Cucumis sativus),,"Fruit weight, length, volume, total number of fruits",2.85 to 4.06 ton/da,,11.2 to 15.9 kg da-1 mm-1,https://doi.org/10.1016/j.stress.2021.100004,2025-11-26 17:32:33,9.0,True
8491,50% Deficit Irrigation (WS),Greenhouse,,,,,,Autumn 2020-2021,Cucumber (Cucumis sativus),,"Fruit weight, length, volume, total number of fruits",2.16 to 2.85 ton/da,,16.9 to 22.3 kg da-1 mm-1,https://doi.org/10.1016/j.stress.2021.100004,2025-11-26 17:32:33,9.0,True
8492,,Greenhouse,,,,,,Autumn 2020-2021,Cucumber (Cucumis sativus),,,,,,https://doi.org/10.1016/j.stress.2021.100004,2025-11-26 17:32:33,9.0,True
8514,Deficit Irrigation,Texas High Plains,,,,clay,,2019,cotton,,,,,,https://doi.org/10.2134/agronj2019.01.0018,2025-11-26 17:39:41,9.0,True
8515,Deficit Irrigation,Texas High Plains,,,,silty clay,,2019,cotton,,,,,,https://doi.org/10.2134/agronj2019.01.0018,2025-11-26 17:39:41,9.0,True
8516,,Texas High Plains,,,,,,,cotton,,,,,,https://doi.org/10.2134/agronj2019.01.0018,2025-11-26 17:39:41,9.0,True
8551,100% field capacity,"Kiboko, Makindu Sub-County, Kenya",02° 127 S,37° 437 E,975 m,sandy loams,,2018,Zea mays,44444 plants ha-1,,10.9 t ha-1,308.1 cm,19.7 kg ha-1 mm-1,https://doi.org/10.1016/S1002-0160(15)30071-0,2025-11-26 17:48:45,9.0,True
8552,75% field capacity,"Kiboko, Makindu Sub-County, Kenya",02° 127 S,37° 437 E,975 m,sandy loams,,2018,Zea mays,44444 plants ha-1,,10.4 t ha-1,297 cm,19.6 kg ha-1 mm-1,https://doi.org/10.1016/S1002-0160(15)30071-0,2025-11-26 17:48:45,9.0,True
8553,50% field capacity,"Kiboko, Makindu Sub-County, Kenya",02° 127 S,37° 437 E,975 m,sandy loams,,2018,Zea mays,44444 plants ha-1,,9.8 t ha-1,295 cm,19.8 kg ha-1 mm-1,https://doi.org/10.1016/S1002-0160(15)30071-0,2025-11-26 17:48:45,9.0,True
8554,25% field capacity,"Kiboko, Makindu Sub-County, Kenya",02° 127 S,37° 437 E,975 m,sandy loams,,2018,Zea mays,44444 plants ha-1,,9.0 t ha-1,292 cm,20.6 kg ha-1 mm-1,https://doi.org/10.1016/S1002-0160(15)30071-0,2025-11-26 17:48:45,9.0,True
8555,rain-fed,"Kiboko, Makindu Sub-County, Kenya",02° 127 S,37° 437 E,975 m,sandy loams,,2018,Zea mays,44444 plants ha-1,,8.4 t ha-1,263 cm,22.0 kg ha-1 mm-1,https://doi.org/10.1016/S1002-0160(15)30071-0,2025-11-26 17:48:45,9.0,True
8556,100% field capacity,"Kiboko, Makindu Sub-County, Kenya",02° 127 S,37° 437 E,975 m,sandy loams,,2019,Zea mays,44444 plants ha-1,,10.2 t ha-1,306 cm,23.0 kg ha-1 mm-1,https://doi.org/10.1016/S1002-0160(15)30071-0,2025-11-26 17:48:45,9.0,True
8557,75% field capacity,"Kiboko, Makindu Sub-County, Kenya",02° 127 S,37° 437 E,975 m,sandy loams,,2019,Zea mays,44444 plants ha-1,,9.1 t ha-1,262 cm,23.7 kg ha-1 mm-1,https://doi.org/10.1016/S1002-0160(15)30071-0,2025-11-26 17:48:45,9.0,True
8558,50% field capacity,"Kiboko, Makindu Sub-County, Kenya",02° 127 S,37° 437 E,975 m,sandy loams,,2019,Zea mays,44444 plants ha-1,,8.5 t ha-1,225 cm,24.8 kg ha-1 mm-1,https://doi.org/10.1016/S1002-0160(15)30071-0,2025-11-26 17:48:45,9.0,True
8559,25% field capacity,"Kiboko, Makindu Sub-County, Kenya",02° 127 S,37° 437 E,975 m,sandy loams,,2019,Zea mays,44444 plants ha-1,,6.0 t ha-1,197 cm,19.8 kg ha-1 mm-1,https://doi.org/10.1016/S1002-0160(15)30071-0,2025-11-26 17:48:45,9.0,True
8560,rain-fed,"Kiboko, Makindu Sub-County, Kenya",02° 127 S,37° 437 E,975 m,sandy loams,,2019,Zea mays,44444 plants ha-1,,3.0 t ha-1,96 cm,16.6 kg ha-1 mm-1,https://doi.org/10.1016/S1002-0160(15)30071-0,2025-11-26 17:48:45,9.0,True
8562,100% field capacity,"Kiboko, Makindu Sub-County, Kenya",02° 127 S,37° 437 E,975 m,sandy loams,,2018,maize (Zea mays),44444 plants ha-1,,10.9 t ha-1,308.1 cm,19.7 kg ha-1 mm-1,https://doi.org/10.1007/s00271-008-0117-0,2025-11-26 17:51:49,9.0,True
8563,75% field capacity,"Kiboko, Makindu Sub-County, Kenya",02° 127 S,37° 437 E,975 m,sandy loams,,2018,maize (Zea mays),44444 plants ha-1,,10.4 t ha-1,297 cm,19.6 kg ha-1 mm-1,https://doi.org/10.1007/s00271-008-0117-0,2025-11-26 17:51:49,9.0,True
8564,50% field capacity,"Kiboko, Makindu Sub-County, Kenya",02° 127 S,37° 437 E,975 m,sandy loams,,2018,maize (Zea mays),44444 plants ha-1,,9.8 t ha-1,225 cm,19.8 kg ha-1 mm-1,https://doi.org/10.1007/s00271-008-0117-0,2025-11-26 17:51:49,9.0,True
8565,25% field capacity,"Kiboko, Makindu Sub-County, Kenya",02° 127 S,37° 437 E,975 m,sandy loams,,2018,maize (Zea mays),44444 plants ha-1,,9.0 t ha-1,197 cm,20.6 kg ha-1 mm-1,https://doi.org/10.1007/s00271-008-0117-0,2025-11-26 17:51:49,9.0,True
8566,rain-fed,"Kiboko, Makindu Sub-County, Kenya",02° 127 S,37° 437 E,975 m,sandy loams,,2018,maize (Zea mays),44444 plants ha-1,,8.4 t ha-1,96 cm,22.0 kg ha-1 mm-1,https://doi.org/10.1007/s00271-008-0117-0,2025-11-26 17:51:49,9.0,True
8567,100% field capacity,"Kiboko, Makindu Sub-County, Kenya",02° 127 S,37° 437 E,975 m,sandy loams,,2019,maize (Zea mays),44444 plants ha-1,,10.2 t ha-1,306 cm,23.0 kg ha-1 mm-1,https://doi.org/10.1007/s00271-008-0117-0,2025-11-26 17:51:49,9.0,True
8568,75% field capacity,"Kiboko, Makindu Sub-County, Kenya",02° 127 S,37° 437 E,975 m,sandy loams,,2019,maize (Zea mays),44444 plants ha-1,,9.1 t ha-1,262 cm,23.7 kg ha-1 mm-1,https://doi.org/10.1007/s00271-008-0117-0,2025-11-26 17:51:49,9.0,True
8569,50% field capacity,"Kiboko, Makindu Sub-County, Kenya",02° 127 S,37° 437 E,975 m,sandy loams,,2019,maize (Zea mays),44444 plants ha-1,,8.5 t ha-1,225 cm,24.8 kg ha-1 mm-1,https://doi.org/10.1007/s00271-008-0117-0,2025-11-26 17:51:49,9.0,True
8570,25% field capacity,"Kiboko, Makindu Sub-County, Kenya",02° 127 S,37° 437 E,975 m,sandy loams,,2019,maize (Zea mays),44444 plants ha-1,,6.0 t ha-1,197 cm,19.8 kg ha-1 mm-1,https://doi.org/10.1007/s00271-008-0117-0,2025-11-26 17:51:49,9.0,True
8571,rain-fed,"Kiboko, Makindu Sub-County, Kenya",02° 127 S,37° 437 E,975 m,sandy loams,,2019,maize (Zea mays),44444 plants ha-1,,3.0 t ha-1,13.2 cm,16.6 kg ha-1 mm-1,https://doi.org/10.1007/s00271-008-0117-0,2025-11-26 17:51:49,9.0,True
8572,Ridge and Furrow Rainfall Harvesting (RFRH) with Deficit Irrigation (375 m3 ha−1 at flowering stage),"Pengyang City, Ningxia Province, China",35.79°N,106.75°E,1800 m,loess soil,,2015-04-23,maize,75000 plant ha−1,,12.99 t ha−1,,27.62 kg ha−1 mm−1,https://doi.org/10.1038/s41598-017-14133-1,2025-11-26 17:52:04,9.0,True
8573,Ridge and Furrow Rainfall Harvesting (RFRH) with Deficit Irrigation (375 m3 ha−1 at flowering stage),"Pengyang City, Ningxia Province, China",35.79°N,106.75°E,1800 m,loess soil,,2016-04-21,maize,75000 plant ha−1,,12.88 t ha−1,,34.39 kg ha−1 mm−1,https://doi.org/10.1038/s41598-017-14133-1,2025-11-26 17:52:04,9.0,True
8574,Ridge and Furrow Rainfall Harvesting (RFRH) with Deficit Irrigation (750 m3 ha−1 at bell and flowering stages),"Pengyang City, Ningxia Province, China",35.79°N,106.75°E,1800 m,loess soil,,2015-04-23,maize,75000 plant ha−1,,13.11 t ha−1,,26.10 kg ha−1 mm−1,https://doi.org/10.1038/s41598-017-14133-1,2025-11-26 17:52:04,9.0,True
8575,Ridge and Furrow Rainfall Harvesting (RFRH) with Deficit Irrigation (750 m3 ha−1 at bell and flowering stages),"Pengyang City, Ningxia Province, China",35.79°N,106.75°E,1800 m,loess soil,,2016-04-21,maize,75000 plant ha−1,,12.91 t ha−1,,31.08 kg ha−1 mm−1,https://doi.org/10.1038/s41598-017-14133-1,2025-11-26 17:52:04,9.0,True
8576,Ridge and Furrow Rainfall Harvesting (RFRH) with Deficit Irrigation (375 m3 ha−1 at bell stage),"Pengyang City, Ningxia Province, China",35.79°N,106.75°E,1800 m,loess soil,,2015-04-23,maize,75000 plant ha−1,,12.21 t ha−1,,25.07 kg ha−1 mm−1,https://doi.org/10.1038/s41598-017-14133-1,2025-11-26 17:52:04,9.0,True
8577,Ridge and Furrow Rainfall Harvesting (RFRH) with Deficit Irrigation (375 m3 ha−1 at bell stage),"Pengyang City, Ningxia Province, China",35.79°N,106.75°E,1800 m,loess soil,,2016-04-21,maize,75000 plant ha−1,,11.43 t ha−1,,29.91 kg ha−1 mm−1,https://doi.org/10.1038/s41598-017-14133-1,2025-11-26 17:52:04,9.0,True
8578,Conventional Flat Planting with No Irrigation,"Pengyang City, Ningxia Province, China",35.79°N,106.75°E,1800 m,loess soil,,2015-04-23,maize,75000 plant ha−1,,11.13 t ha−1,,23.77 kg ha−1 mm−1,https://doi.org/10.1038/s41598-017-14133-1,2025-11-26 17:52:04,9.0,True
8579,Conventional Flat Planting with No Irrigation,"Pengyang City, Ningxia Province, China",35.79°N,106.75°E,1800 m,loess soil,,2016-04-21,maize,75000 plant ha−1,,9.25 t ha−1,,26.65 kg ha−1 mm−1,https://doi.org/10.1038/s41598-017-14133-1,2025-11-26 17:52:04,9.0,True
8592,100% field capacity,"Kiboko, Makindu Sub-County, Kenya",02° 127 S,37° 437 E,975 m,sandy loams,,2018,maize (Zea mays),44444 plants ha-1,,10.9 t ha-1,308.1 cm,19.7 kg ha-1 mm-1,https://doi.org/10.1007/s10725-017-0359-z,2025-11-26 17:58:05,9.0,True
8593,75% field capacity,"Kiboko, Makindu Sub-County, Kenya",02° 127 S,37° 437 E,975 m,sandy loams,,2018,maize (Zea mays),44444 plants ha-1,,10.4 t ha-1,297 cm,19.6 kg ha-1 mm-1,https://doi.org/10.1007/s10725-017-0359-z,2025-11-26 17:58:05,9.0,True
